"rownames(HR_result)"	"beta"	"HR"	"HR_CI.95..CI.for.HR."	"Likelihood.test"	"p.value"
"5121"	"Q8IXL6"	"-0.11"	"0.9"	" (0.59-1.4)"	"0.24"	"0.62"
"5122"	"Q8IXL7"	"-0.29"	"0.75"	" (0.52-1.1)"	"2.3"	"0.13"
"5123"	"Q8IXM2"	"0.014"	"1"	" (0.7-1.5)"	"0.0054"	"0.94"
"5124"	"Q8IXM3"	"0.049"	"1.1"	" (0.73-1.5)"	"0.068"	"0.79"
"5125"	"Q8IXM6"	"0.52"	"1.7"	" (1.2-2.5)"	"7.4"	"0.0064"
"5126"	"Q8IXQ4"	"-0.24"	"0.79"	" (0.54-1.1)"	"1.6"	"0.21"
"5127"	"Q8IXQ6"	"0.46"	"1.6"	" (1.1-2.3)"	"5.9"	"0.015"
"5128"	"Q8IXS6"	"-0.00026"	"1"	" (0.69-1.4)"	"1.8e-06"	"1"
"5129"	"Q8IXS8"	"-0.22"	"0.8"	" (0.54-1.2)"	"1.3"	"0.26"
"5130"	"Q8IXT5"	"0.21"	"1.2"	" (0.85-1.8)"	"1.2"	"0.27"
"5131"	"Q8IXU6"	"-0.047"	"0.95"	" (0.61-1.5)"	"0.042"	"0.84"
"5132"	"Q8IXW5"	"-0.19"	"0.83"	" (0.54-1.3)"	"0.73"	"0.39"
"5133"	"Q8IY17"	"0.045"	"1"	" (0.72-1.5)"	"0.057"	"0.81"
"5134"	"Q8IY18"	"0.14"	"1.1"	" (0.79-1.7)"	"0.52"	"0.47"
"5135"	"Q8IY21"	"0.41"	"1.5"	" (1-2.2)"	"4.6"	"0.032"
"5136"	"Q8IY22"	"0.018"	"1"	" (0.7-1.5)"	"0.0092"	"0.92"
"5137"	"Q8IY26"	"0.2"	"1.2"	" (0.78-1.9)"	"0.79"	"0.38"
"5138"	"Q8IY31"	"-0.25"	"0.78"	" (0.53-1.1)"	"1.6"	"0.2"
"5139"	"Q8IY33"	"-0.22"	"0.8"	" (0.55-1.2)"	"1.4"	"0.24"
"5140"	"Q8IY34"	"0.066"	"1.1"	" (0.74-1.6)"	"0.12"	"0.73"
"5141"	"Q8IY37"	"-0.04"	"0.96"	" (0.66-1.4)"	"0.046"	"0.83"
"5142"	"Q8IY47"	"0.5"	"1.7"	" (1.1-2.4)"	"7"	"0.0082"
"5143"	"Q8IY63"	"0.2"	"1.2"	" (0.82-1.8)"	"0.95"	"0.33"
"5144"	"Q8IY67"	"0.2"	"1.2"	" (0.84-1.8)"	"1.1"	"0.29"
"5145"	"Q8IY81"	"0.34"	"1.4"	" (0.97-2)"	"3.2"	"0.075"
"5146"	"Q8IY95"	"0.11"	"1.1"	" (0.77-1.6)"	"0.36"	"0.55"
"5147"	"Q8IYB1"	"0.4"	"1.5"	" (1-2.2)"	"4.5"	"0.034"
"5148"	"Q8IYB3"	"0.04"	"1"	" (0.72-1.5)"	"0.045"	"0.83"
"5149"	"Q8IYB5"	"-0.15"	"0.86"	" (0.6-1.3)"	"0.6"	"0.44"
"5150"	"Q8IYB7"	"0.35"	"1.4"	" (0.97-2.1)"	"3.3"	"0.069"
"5151"	"Q8IYB8"	"-0.26"	"0.77"	" (0.53-1.1)"	"1.8"	"0.18"
"5152"	"Q8IYD1"	"0.32"	"1.4"	" (0.94-2)"	"2.7"	"0.1"
"5153"	"Q8IYI6"	"-0.21"	"0.81"	" (0.56-1.2)"	"1.3"	"0.26"
"5154"	"Q8IYJ3"	"0.21"	"1.2"	" (0.85-1.8)"	"1.2"	"0.28"
"5155"	"Q8IYK4"	"0.35"	"1.4"	" (0.92-2.2)"	"2.5"	"0.12"
"5156"	"Q8IYL3"	"-0.19"	"0.82"	" (0.55-1.2)"	"0.85"	"0.36"
"5157"	"Q8IYM0"	"-0.14"	"0.87"	" (0.57-1.3)"	"0.41"	"0.52"
"5158"	"Q8IYM9"	"0.21"	"1.2"	" (0.85-1.8)"	"1.2"	"0.27"
"5159"	"Q8IYQ7"	"-0.44"	"0.64"	" (0.44-0.93)"	"5.4"	"0.02"
"5160"	"Q8IYS1"	"-0.044"	"0.96"	" (0.65-1.4)"	"0.051"	"0.82"
"5161"	"Q8IYS2"	"0.00046"	"1"	" (0.69-1.4)"	"6e-06"	"1"
"5162"	"Q8IYT2"	"-0.11"	"0.89"	" (0.6-1.3)"	"0.3"	"0.59"
"5163"	"Q8IYU2"	"-0.4"	"0.67"	" (0.46-0.97)"	"4.4"	"0.035"
"5164"	"Q8IYU8"	"-0.13"	"0.88"	" (0.61-1.3)"	"0.47"	"0.49"
"5165"	"Q8IZ07"	"0.027"	"1"	" (0.71-1.5)"	"0.021"	"0.89"
"5166"	"Q8IZ21"	"-0.34"	"0.71"	" (0.49-1)"	"3.2"	"0.074"
"5167"	"Q8IZ41"	"-0.047"	"0.95"	" (0.63-1.4)"	"0.05"	"0.82"
"5168"	"Q8IZ52"	"0.3"	"1.3"	" (0.93-2)"	"2.5"	"0.12"
"5169"	"Q8IZ69"	"0.35"	"1.4"	" (0.98-2.1)"	"3.4"	"0.064"
"5170"	"Q8IZ73"	"0.039"	"1"	" (0.72-1.5)"	"0.043"	"0.84"
"5171"	"Q8IZ81"	"-0.3"	"0.74"	" (0.51-1.1)"	"2.6"	"0.11"
"5172"	"Q8IZ83"	"0.08"	"1.1"	" (0.75-1.6)"	"0.18"	"0.67"
"5173"	"Q8IZA0"	"0.19"	"1.2"	" (0.82-1.8)"	"0.92"	"0.34"
"5174"	"Q8IZD4"	"0.009"	"1"	" (0.7-1.5)"	"0.0023"	"0.96"
"5175"	"Q8IZE3"	"-0.12"	"0.89"	" (0.61-1.3)"	"0.42"	"0.52"
"5176"	"Q8IZF2"	"-0.52"	"0.6"	" (0.39-0.91)"	"5.8"	"0.016"
"5177"	"Q8IZH2"	"0.17"	"1.2"	" (0.82-1.7)"	"0.78"	"0.38"
"5178"	"Q8IZJ1"	"-0.016"	"0.98"	" (0.68-1.4)"	"0.0071"	"0.93"
"5179"	"Q8IZL8"	"0.19"	"1.2"	" (0.83-1.8)"	"1"	"0.32"
"5180"	"Q8IZP0"	"0.15"	"1.2"	" (0.8-1.7)"	"0.65"	"0.42"
"5181"	"Q8IZQ1"	"0.29"	"1.3"	" (0.92-1.9)"	"2.3"	"0.13"
"5182"	"Q8IZQ5"	"-0.26"	"0.77"	" (0.53-1.1)"	"1.9"	"0.17"
"5183"	"Q8IZV5"	"-0.13"	"0.88"	" (0.6-1.3)"	"0.5"	"0.48"
"5184"	"Q8IZW8"	"0.6"	"1.8"	" (1.2-2.8)"	"7.9"	"0.0049"
"5185"	"Q8IZY2"	"-0.31"	"0.74"	" (0.5-1.1)"	"2.5"	"0.11"
"5186"	"Q8N0U4"	"-0.26"	"0.77"	" (0.53-1.1)"	"1.8"	"0.18"
"5187"	"Q8N0U8"	"-0.0031"	"1"	" (0.69-1.4)"	"0.00027"	"0.99"
"5188"	"Q8N0V3"	"0.6"	"1.8"	" (1.2-2.8)"	"7.3"	"0.0068"
"5189"	"Q8N0W3"	"-0.43"	"0.65"	" (0.45-0.94)"	"5.1"	"0.023"
"5190"	"Q8N0X4"	"-0.33"	"0.72"	" (0.49-1)"	"3.1"	"0.08"
"5191"	"Q8N0X7"	"-0.31"	"0.73"	" (0.51-1.1)"	"2.6"	"0.1"
"5192"	"Q8N0Z3"	"-0.16"	"0.86"	" (0.58-1.3)"	"0.6"	"0.44"
"5193"	"Q8N0Z6"	"0.36"	"1.4"	" (0.97-2.1)"	"3.3"	"0.071"
"5194"	"Q8N0Z8"	"-0.029"	"0.97"	" (0.63-1.5)"	"0.016"	"0.9"
"5195"	"Q8N108"	"0.13"	"1.1"	" (0.79-1.7)"	"0.5"	"0.48"
"5196"	"Q8N118"	"0.025"	"1"	" (0.66-1.6)"	"0.012"	"0.91"
"5197"	"Q8N122"	"0.02"	"1"	" (0.7-1.5)"	"0.011"	"0.91"
"5198"	"Q8N128"	"0.2"	"1.2"	" (0.84-1.8)"	"1.1"	"0.3"
"5199"	"Q8N129"	"-0.38"	"0.68"	" (0.47-0.99)"	"4"	"0.046"
"5200"	"Q8N130"	"0.009"	"1"	" (0.68-1.5)"	"0.002"	"0.96"
"5201"	"Q8N131"	"-0.3"	"0.74"	" (0.5-1.1)"	"2.2"	"0.14"
"5202"	"Q8N139"	"-0.58"	"0.56"	" (0.38-0.82)"	"8.7"	"0.0032"
"5203"	"Q8N142"	"0.33"	"1.4"	" (0.96-2)"	"3.1"	"0.08"
"5204"	"Q8N163"	"-0.18"	"0.83"	" (0.58-1.2)"	"0.91"	"0.34"
"5205"	"Q8N183"	"0.18"	"1.2"	" (0.83-1.7)"	"0.9"	"0.34"
"5206"	"Q8N196"	"-0.23"	"0.79"	" (0.52-1.2)"	"1.1"	"0.29"
"5207"	"Q8N1A6"	"-0.23"	"0.79"	" (0.53-1.2)"	"1.2"	"0.27"
"5208"	"Q8N1B4"	"0.052"	"1.1"	" (0.73-1.5)"	"0.075"	"0.78"
"5209"	"Q8N1F7"	"0.21"	"1.2"	" (0.85-1.8)"	"1.2"	"0.27"
"5210"	"Q8N1F8"	"0.11"	"1.1"	" (0.77-1.6)"	"0.32"	"0.57"
"5211"	"Q8N1G0"	"0.023"	"1"	" (0.71-1.5)"	"0.014"	"0.9"
"5212"	"Q8N1G2"	"0.18"	"1.2"	" (0.83-1.7)"	"0.93"	"0.34"
"5213"	"Q8N1G4"	"-0.19"	"0.83"	" (0.57-1.2)"	"0.97"	"0.32"
"5214"	"Q8N1I0"	"0.29"	"1.3"	" (0.91-1.9)"	"2.2"	"0.13"
"5215"	"Q8N1P7"	"0.29"	"1.3"	" (0.9-2)"	"2"	"0.16"
"5216"	"Q8N1Q1"	"-0.065"	"0.94"	" (0.65-1.4)"	"0.12"	"0.73"
"5217"	"Q8N1S5"	"-0.069"	"0.93"	" (0.64-1.4)"	"0.13"	"0.72"
"5218"	"Q8N1W1"	"0.31"	"1.4"	" (0.92-2)"	"2.4"	"0.12"
"5219"	"Q8N201"	"0.12"	"1.1"	" (0.78-1.6)"	"0.43"	"0.51"
"5220"	"Q8N264"	"-0.22"	"0.81"	" (0.51-1.3)"	"0.87"	"0.35"
"5221"	"Q8N271"	"0.42"	"1.5"	" (1-2.2)"	"4.9"	"0.027"
"5222"	"Q8N2F6"	"-0.14"	"0.87"	" (0.6-1.3)"	"0.57"	"0.45"
"5223"	"Q8N2G6"	"0.057"	"1.1"	" (0.72-1.6)"	"0.085"	"0.77"
"5224"	"Q8N2G8"	"0.13"	"1.1"	" (0.79-1.7)"	"0.5"	"0.48"
"5225"	"Q8N2H3"	"0.11"	"1.1"	" (0.75-1.7)"	"0.3"	"0.58"
"5226"	"Q8N2H4"	"0.063"	"1.1"	" (0.73-1.6)"	"0.1"	"0.75"
"5227"	"Q8N2K0"	"0.094"	"1.1"	" (0.76-1.6)"	"0.25"	"0.62"
"5228"	"Q8N2K1"	"-0.13"	"0.88"	" (0.58-1.3)"	"0.35"	"0.55"
"5229"	"Q8N2M8"	"0.27"	"1.3"	" (0.87-2)"	"1.7"	"0.19"
"5230"	"Q8N2S1"	"-0.23"	"0.79"	" (0.55-1.1)"	"1.5"	"0.22"
"5231"	"Q8N2U0"	"-0.02"	"0.98"	" (0.67-1.4)"	"0.011"	"0.92"
"5232"	"Q8N2U9"	"0.21"	"1.2"	" (0.81-1.9)"	"0.95"	"0.33"
"5233"	"Q8N2W9"	"-0.073"	"0.93"	" (0.62-1.4)"	"0.12"	"0.73"
"5234"	"Q8N335"	"-0.37"	"0.69"	" (0.47-1)"	"3.8"	"0.05"
"5235"	"Q8N357"	"0.28"	"1.3"	" (0.91-1.9)"	"2.2"	"0.14"
"5236"	"Q8N370"	"0.2"	"1.2"	" (0.8-1.9)"	"0.84"	"0.36"
"5237"	"Q8N371"	"-0.13"	"0.88"	" (0.59-1.3)"	"0.38"	"0.54"
"5238"	"Q8N386"	"0.52"	"1.7"	" (1.1-2.5)"	"7"	"0.0083"
"5239"	"Q8N392"	"0.19"	"1.2"	" (0.83-1.7)"	"0.96"	"0.33"
"5240"	"Q8N398"	"-0.53"	"0.59"	" (0.37-0.92)"	"5.3"	"0.021"
"5241"	"Q8N3C0"	"0.23"	"1.3"	" (0.87-1.8)"	"1.5"	"0.23"
"5242"	"Q8N3C7"	"0.24"	"1.3"	" (0.82-2)"	"1.1"	"0.29"
"5243"	"Q8N3D4"	"0.2"	"1.2"	" (0.84-1.8)"	"1.1"	"0.29"
"5244"	"Q8N3E9"	"-0.45"	"0.64"	" (0.44-0.92)"	"5.7"	"0.017"
"5245"	"Q8N3F8"	"0.2"	"1.2"	" (0.84-1.8)"	"1.1"	"0.28"
"5246"	"Q8N3F9"	"-0.22"	"0.8"	" (0.54-1.2)"	"1.2"	"0.27"
"5247"	"Q8N3P4"	"-0.11"	"0.89"	" (0.62-1.3)"	"0.36"	"0.55"
"5248"	"Q8N3R9"	"0.32"	"1.4"	" (0.95-2)"	"2.9"	"0.091"
"5249"	"Q8N3U4"	"-0.095"	"0.91"	" (0.63-1.3)"	"0.25"	"0.61"
"5250"	"Q8N3V7"	"-0.52"	"0.6"	" (0.41-0.87)"	"7.4"	"0.0064"
"5251"	"Q8N3X1"	"0.15"	"1.2"	" (0.8-1.7)"	"0.6"	"0.44"
"5252"	"Q8N3Y7"	"0.48"	"1.6"	" (1.1-2.3)"	"6.3"	"0.012"
"5253"	"Q8N436"	"-0.21"	"0.81"	" (0.56-1.2)"	"1.2"	"0.28"
"5254"	"Q8N442"	"-0.47"	"0.62"	" (0.43-0.91)"	"6.1"	"0.013"
"5255"	"Q8N465"	"-0.13"	"0.88"	" (0.61-1.3)"	"0.46"	"0.5"
"5256"	"Q8N474"	"-0.64"	"0.53"	" (0.36-0.78)"	"11"	"0.0012"
"5257"	"Q8N488"	"-0.00098"	"1"	" (0.69-1.4)"	"2.7e-05"	"1"
"5258"	"Q8N490"	"-0.1"	"0.9"	" (0.62-1.3)"	"0.29"	"0.59"
"5259"	"Q8N4A0"	"-0.11"	"0.9"	" (0.62-1.3)"	"0.33"	"0.57"
"5260"	"Q8N4B1"	"-0.45"	"0.64"	" (0.43-0.95)"	"4.9"	"0.027"
"5261"	"Q8N4C8"	"-0.27"	"0.76"	" (0.53-1.1)"	"2"	"0.16"
"5262"	"Q8N4H5"	"0.0052"	"1"	" (0.69-1.5)"	"0.00075"	"0.98"
"5263"	"Q8N4L2"	"0.04"	"1"	" (0.72-1.5)"	"0.044"	"0.83"
"5264"	"Q8N4N3"	"-0.048"	"0.95"	" (0.65-1.4)"	"0.06"	"0.81"
"5265"	"Q8N4P3"	"-0.19"	"0.83"	" (0.57-1.2)"	"1"	"0.31"
"5266"	"Q8N4Q0"	"-0.54"	"0.58"	" (0.4-0.85)"	"8"	"0.0048"
"5267"	"Q8N4Q1"	"-0.47"	"0.62"	" (0.43-0.91)"	"6.1"	"0.014"
"5268"	"Q8N4T8"	"-0.33"	"0.72"	" (0.49-1)"	"3.1"	"0.08"
"5269"	"Q8N4V1"	"0.057"	"1.1"	" (0.72-1.6)"	"0.086"	"0.77"
"5270"	"Q8N4X5"	"0.05"	"1.1"	" (0.73-1.5)"	"0.07"	"0.79"
"5271"	"Q8N4Y2"	"0.12"	"1.1"	" (0.74-1.7)"	"0.31"	"0.58"
"5272"	"Q8N4Z0"	"0.26"	"1.3"	" (0.85-2)"	"1.5"	"0.22"
"5273"	"Q8N511"	"0.44"	"1.6"	" (1.1-2.3)"	"5.1"	"0.024"
"5274"	"Q8N531"	"0.32"	"1.4"	" (0.92-2.1)"	"2.4"	"0.12"
"5275"	"Q8N543"	"0.26"	"1.3"	" (0.89-1.9)"	"1.9"	"0.17"
"5276"	"Q8N556"	"0.13"	"1.1"	" (0.79-1.7)"	"0.48"	"0.49"
"5277"	"Q8N567"	"0.13"	"1.1"	" (0.78-1.7)"	"0.42"	"0.52"
"5278"	"Q8N568"	"-0.035"	"0.97"	" (0.65-1.4)"	"0.029"	"0.86"
"5279"	"Q8N573"	"-0.12"	"0.89"	" (0.61-1.3)"	"0.41"	"0.52"
"5280"	"Q8N584"	"0.045"	"1"	" (0.72-1.5)"	"0.058"	"0.81"
"5281"	"Q8N594"	"0.46"	"1.6"	" (1.1-2.4)"	"5"	"0.025"
"5282"	"Q8N5A5"	"0.099"	"1.1"	" (0.76-1.6)"	"0.28"	"0.6"
"5283"	"Q8N5B7"	"0.36"	"1.4"	" (0.93-2.2)"	"2.7"	"0.1"
"5284"	"Q8N5C1"	"-0.17"	"0.84"	" (0.58-1.2)"	"0.85"	"0.36"
"5285"	"Q8N5C6"	"-0.068"	"0.93"	" (0.64-1.4)"	"0.13"	"0.72"
"5286"	"Q8N5D0"	"0.13"	"1.1"	" (0.79-1.7)"	"0.47"	"0.49"
"5287"	"Q8N5G0"	"-0.29"	"0.75"	" (0.52-1.1)"	"2.3"	"0.13"
"5288"	"Q8N5G2"	"-0.063"	"0.94"	" (0.65-1.4)"	"0.11"	"0.74"
"5289"	"Q8N5I2"	"0.31"	"1.4"	" (0.94-2)"	"2.6"	"0.1"
"5290"	"Q8N5I4"	"0.13"	"1.1"	" (0.77-1.7)"	"0.42"	"0.52"
"5291"	"Q8N5I9"	"-0.011"	"0.99"	" (0.64-1.5)"	"0.0025"	"0.96"
"5292"	"Q8N5J2"	"-0.47"	"0.62"	" (0.43-0.91)"	"6.2"	"0.013"
"5293"	"Q8N5K1"	"0.3"	"1.4"	" (0.93-2)"	"2.5"	"0.11"
"5294"	"Q8N5L8"	"0.17"	"1.2"	" (0.77-1.8)"	"0.61"	"0.43"
"5295"	"Q8N5M1"	"-0.25"	"0.78"	" (0.54-1.1)"	"1.7"	"0.19"
"5296"	"Q8N5M4"	"0.083"	"1.1"	" (0.75-1.6)"	"0.19"	"0.66"
"5297"	"Q8N5M9"	"-0.086"	"0.92"	" (0.63-1.3)"	"0.2"	"0.65"
"5298"	"Q8N5N7"	"-0.22"	"0.8"	" (0.55-1.2)"	"1.3"	"0.25"
"5299"	"Q8N5V2"	"-0.13"	"0.88"	" (0.58-1.3)"	"0.38"	"0.54"
"5300"	"Q8N5W9"	"-0.055"	"0.95"	" (0.65-1.4)"	"0.082"	"0.78"
"5301"	"Q8N5X7"	"-9e-04"	"1"	" (0.69-1.4)"	"2.2e-05"	"1"
"5302"	"Q8N5Y8"	"0.13"	"1.1"	" (0.74-1.7)"	"0.36"	"0.55"
"5303"	"Q8N612"	"0.0063"	"1"	" (0.69-1.5)"	"0.0011"	"0.97"
"5304"	"Q8N653"	"0.45"	"1.6"	" (1-2.4)"	"4.2"	"0.041"
"5305"	"Q8N668"	"0.17"	"1.2"	" (0.82-1.7)"	"0.84"	"0.36"
"5306"	"Q8N684"	"0.13"	"1.1"	" (0.79-1.7)"	"0.5"	"0.48"
"5307"	"Q8N697"	"0.12"	"1.1"	" (0.78-1.6)"	"0.41"	"0.52"
"5308"	"Q8N6G5"	"0.18"	"1.2"	" (0.83-1.7)"	"0.92"	"0.34"
"5309"	"Q8N6G6"	"-0.42"	"0.66"	" (0.45-0.95)"	"4.9"	"0.027"
"5310"	"Q8N6H7"	"-0.14"	"0.87"	" (0.6-1.3)"	"0.54"	"0.46"
"5311"	"Q8N6L1"	"0.23"	"1.3"	" (0.84-1.9)"	"1.3"	"0.26"
"5312"	"Q8N6M0"	"0.37"	"1.5"	" (1-2.1)"	"3.8"	"0.05"
"5313"	"Q8N6M3"	"-0.33"	"0.72"	" (0.49-1)"	"3"	"0.081"
"5314"	"Q8N6Q3"	"0.26"	"1.3"	" (0.9-1.9)"	"1.9"	"0.17"
"5315"	"Q8N6R0"	"-0.38"	"0.68"	" (0.47-0.99)"	"4"	"0.045"
"5316"	"Q8N6S5"	"-0.16"	"0.85"	" (0.59-1.2)"	"0.69"	"0.41"
"5317"	"Q8N6T3"	"-0.061"	"0.94"	" (0.65-1.4)"	"0.1"	"0.75"
"5318"	"Q8N6T7"	"-0.042"	"0.96"	" (0.66-1.4)"	"0.049"	"0.83"
"5319"	"Q8N6Y2"	"0.23"	"1.3"	" (0.87-1.8)"	"1.5"	"0.22"
"5320"	"Q8N766"	"0.27"	"1.3"	" (0.9-1.9)"	"2"	"0.16"
"5321"	"Q8N7H5"	"0.014"	"1"	" (0.7-1.5)"	"0.0055"	"0.94"
"5322"	"Q8N7R7"	"0.051"	"1.1"	" (0.73-1.5)"	"0.073"	"0.79"
"5323"	"Q8N806"	"0.028"	"1"	" (0.7-1.5)"	"0.02"	"0.89"
"5324"	"Q8N884"	"0.27"	"1.3"	" (0.9-1.9)"	"2"	"0.16"
"5325"	"Q8N8A2"	"0.18"	"1.2"	" (0.82-1.7)"	"0.89"	"0.35"
"5326"	"Q8N8A6"	"-0.12"	"0.89"	" (0.61-1.3)"	"0.39"	"0.53"
"5327"	"Q8N8N7"	"-0.29"	"0.75"	" (0.51-1.1)"	"2.3"	"0.13"
"5328"	"Q8N8Q8"	"0.12"	"1.1"	" (0.76-1.7)"	"0.36"	"0.55"
"5329"	"Q8N8R3"	"-0.071"	"0.93"	" (0.63-1.4)"	"0.12"	"0.72"
"5330"	"Q8N8R5"	"-0.19"	"0.83"	" (0.53-1.3)"	"0.71"	"0.4"
"5331"	"Q8N8S7"	"-0.0082"	"0.99"	" (0.68-1.4)"	"0.0019"	"0.97"
"5332"	"Q8N8V4"	"-0.12"	"0.89"	" (0.57-1.4)"	"0.3"	"0.59"
"5333"	"Q8N8Z6"	"0.42"	"1.5"	" (1-2.2)"	"4.5"	"0.033"
"5334"	"Q8N960"	"-0.15"	"0.86"	" (0.56-1.3)"	"0.48"	"0.49"
"5335"	"Q8N983"	"-0.14"	"0.87"	" (0.6-1.3)"	"0.54"	"0.46"
"5336"	"Q8N999"	"-0.093"	"0.91"	" (0.59-1.4)"	"0.18"	"0.67"
"5337"	"Q8N9A8"	"0.32"	"1.4"	" (0.89-2.1)"	"2.1"	"0.15"
"5338"	"Q8N9F7"	"-0.15"	"0.86"	" (0.6-1.3)"	"0.6"	"0.44"
"5339"	"Q8N9I9"	"-0.53"	"0.59"	" (0.38-0.93)"	"5.2"	"0.022"
"5340"	"Q8N9M1"	"-0.1"	"0.9"	" (0.62-1.3)"	"0.28"	"0.6"
"5341"	"Q8N9M5"	"-0.074"	"0.93"	" (0.62-1.4)"	"0.13"	"0.72"
"5342"	"Q8N9N2"	"0.13"	"1.1"	" (0.79-1.7)"	"0.48"	"0.49"
"5343"	"Q8N9N5"	"-0.083"	"0.92"	" (0.6-1.4)"	"0.15"	"0.7"
"5344"	"Q8N9N7"	"-0.21"	"0.81"	" (0.56-1.2)"	"1.2"	"0.27"
"5345"	"Q8N9N8"	"0.23"	"1.3"	" (0.86-1.8)"	"1.4"	"0.24"
"5346"	"Q8N9R8"	"0.1"	"1.1"	" (0.77-1.6)"	"0.31"	"0.58"
"5347"	"Q8N9T8"	"-0.084"	"0.92"	" (0.63-1.3)"	"0.2"	"0.66"
"5348"	"Q8N9U0"	"-0.04"	"0.96"	" (0.66-1.4)"	"0.044"	"0.83"
"5349"	"Q8N9V3"	"0.19"	"1.2"	" (0.83-1.8)"	"0.95"	"0.33"
"5350"	"Q8NAF0"	"0.14"	"1.1"	" (0.77-1.7)"	"0.47"	"0.49"
"5351"	"Q8NAN2"	"0.16"	"1.2"	" (0.81-1.7)"	"0.71"	"0.4"
"5352"	"Q8NAT1"	"0.011"	"1"	" (0.7-1.5)"	"0.0032"	"0.95"
"5353"	"Q8NAV1"	"0.23"	"1.3"	" (0.87-1.8)"	"1.4"	"0.23"
"5354"	"Q8NB16"	"0.23"	"1.3"	" (0.87-1.8)"	"1.5"	"0.22"
"5355"	"Q8NB37"	"-0.36"	"0.7"	" (0.48-1)"	"3.6"	"0.058"
"5356"	"Q8NB49"	"-0.074"	"0.93"	" (0.64-1.3)"	"0.15"	"0.69"
"5357"	"Q8NB78"	"-0.1"	"0.9"	" (0.57-1.4)"	"0.2"	"0.66"
"5358"	"Q8NB90"	"-0.011"	"0.99"	" (0.68-1.4)"	"0.0034"	"0.95"
"5359"	"Q8NBA8"	"-0.084"	"0.92"	" (0.61-1.4)"	"0.16"	"0.69"
"5360"	"Q8NBF2"	"-0.069"	"0.93"	" (0.64-1.4)"	"0.13"	"0.71"
"5361"	"Q8NBF6"	"-0.012"	"0.99"	" (0.68-1.4)"	"0.0043"	"0.95"
"5362"	"Q8NBI5"	"-0.18"	"0.83"	" (0.57-1.2)"	"0.94"	"0.33"
"5363"	"Q8NBI6"	"0.28"	"1.3"	" (0.89-2)"	"1.9"	"0.17"
"5364"	"Q8NBJ4"	"-0.083"	"0.92"	" (0.64-1.3)"	"0.19"	"0.66"
"5365"	"Q8NBJ5"	"0.48"	"1.6"	" (1.1-2.4)"	"6.5"	"0.011"
"5366"	"Q8NBJ7"	"-0.23"	"0.79"	" (0.55-1.1)"	"1.5"	"0.22"
"5367"	"Q8NBJ9"	"-0.53"	"0.59"	" (0.4-0.85)"	"7.8"	"0.0053"
"5368"	"Q8NBK3"	"-0.13"	"0.88"	" (0.6-1.3)"	"0.47"	"0.5"
"5369"	"Q8NBL1"	"-0.042"	"0.96"	" (0.66-1.4)"	"0.048"	"0.83"
"5370"	"Q8NBM4"	"0.18"	"1.2"	" (0.83-1.7)"	"0.9"	"0.34"
"5371"	"Q8NBM8"	"-0.1"	"0.9"	" (0.62-1.3)"	"0.3"	"0.58"
"5372"	"Q8NBN3"	"0.24"	"1.3"	" (0.87-1.8)"	"1.6"	"0.21"
"5373"	"Q8NBN7"	"-0.27"	"0.76"	" (0.53-1.1)"	"2.1"	"0.15"
"5374"	"Q8NBP0"	"-0.087"	"0.92"	" (0.63-1.3)"	"0.21"	"0.65"
"5375"	"Q8NBQ5"	"0.13"	"1.1"	" (0.79-1.7)"	"0.47"	"0.49"
"5376"	"Q8NBR6"	"0.028"	"1"	" (0.7-1.5)"	"0.02"	"0.89"
"5377"	"Q8NBS9"	"0.14"	"1.1"	" (0.79-1.7)"	"0.52"	"0.47"
"5378"	"Q8NBU5"	"-0.0028"	"1"	" (0.69-1.4)"	"0.00021"	"0.99"
"5379"	"Q8NBW4"	"0.12"	"1.1"	" (0.75-1.7)"	"0.35"	"0.55"
"5380"	"Q8NBX0"	"0.18"	"1.2"	" (0.82-1.7)"	"0.87"	"0.35"
"5381"	"Q8NBZ0"	"-0.11"	"0.9"	" (0.6-1.4)"	"0.27"	"0.6"
"5382"	"Q8NBZ7"	"0.14"	"1.2"	" (0.79-1.7)"	"0.56"	"0.45"
"5383"	"Q8NC42"	"0.47"	"1.6"	" (1.1-2.4)"	"5.5"	"0.019"
"5384"	"Q8NC44"	"-0.13"	"0.88"	" (0.61-1.3)"	"0.44"	"0.51"
"5385"	"Q8NC51"	"0.11"	"1.1"	" (0.77-1.6)"	"0.32"	"0.57"
"5386"	"Q8NC54"	"0.43"	"1.5"	" (1-2.3)"	"4.3"	"0.037"
"5387"	"Q8NC56"	"-0.1"	"0.9"	" (0.62-1.3)"	"0.28"	"0.6"
"5388"	"Q8NC60"	"-0.069"	"0.93"	" (0.62-1.4)"	"0.11"	"0.74"
"5389"	"Q8NC96"	"-0.0096"	"0.99"	" (0.68-1.4)"	"0.0026"	"0.96"
"5390"	"Q8NCA5"	"0.17"	"1.2"	" (0.82-1.7)"	"0.82"	"0.37"
"5391"	"Q8NCC3"	"0.089"	"1.1"	" (0.75-1.6)"	"0.22"	"0.64"
"5392"	"Q8NCE2"	"-0.12"	"0.89"	" (0.61-1.3)"	"0.4"	"0.53"
"5393"	"Q8NCF5"	"0.15"	"1.2"	" (0.77-1.7)"	"0.51"	"0.48"
"5394"	"Q8NCG5"	"-0.066"	"0.94"	" (0.65-1.4)"	"0.12"	"0.73"
